paper_id,annotation_type,extracted_value,golden_value,has_golden,match_score,match_type,tier1_exact,tier2_normalized,tier3_ontology,tier4_hierarchical,tier5_semantic,any_match,no_match,type_mismatch,correct_type,value_correct,value_complete,hallucination,issue_summary,corrected_value
PMC4746666,CellType,Bone marrow-derived mesenchymal stem cells,mesenchymal stem cells (MSC); embryonic stem cells (ESC); bone marrow-derived MSC (BM-MSC),True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'mesenchymal stem cells (MSC)'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,CellType,human embryonic stem cells (hESC),mesenchymal stem cells (MSC); embryonic stem cells (ESC); bone marrow-derived MSC (BM-MSC),True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'mesenchymal stem cells (MSC)'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,CleavageAgent,Lys-C,trypsin; Lys-C; Trypsin/P,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'Lys-C'.,
PMC4746666,CleavageAgent,Trypsin/P,trypsin; Lys-C; Trypsin/P,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'Trypsin/P'.,
PMC4746666,CollisionEnergy,(normalized collision energy 25),normalized collision energy 25,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT 'normalized collision energy 25'.,
PMC4746666,FlowRateChromatogram,250 nl/min,250 nL/min,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT '250 nL/min'.,
PMC4746666,FractionationMethod,Subcellular fractionation,Isoelectric focusing (OFFGEL fractionator),True,0.0,NO_MATCH,False,False,False,False,False,False,True,True,FractionationMethod,False,False,False,"GEval=0.30. The extracted value “Subcellular fractionation” is explicitly present in the abstract/methods context (“Subcellular fractionation was performed…”), so it is not a hallucination. However, it does not match the expected FractionationMethod ground truth (“Isoelectric focusing (OFFGEL fractionator)”), which is also present in the context as the offline peptide fractionation step before LC-MS/MS. Additionally, per the provided type definition, FractionationMethod targets off-line fractionation of the bulk sample before LC-MS runs (e.g., SCX, high-pH RP), and “subcellular fractionation” refers to cellular compartment separation (cytosolic/nuclear/chromatin-bound) rather than the intended LC-adjacent fractionation; Correct type: FractionationMethod. The output is therefore incomplete/wrong relative to the ground truth choice because it selects a different fractionation step than the expected OFFGEL isoelectric focusing.",
PMC4746666,FractionationMethod,"in-solution isoelectric focusing (OFFGEL fractionator, Agilent)",Isoelectric focusing (OFFGEL fractionator),True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Isoelectric focusing (OFFGEL fractionator)'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,FragmentMassTolerance,FTMS MS/MS tolerance 20 ppm,20 ppm,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT '20 ppm'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,FragmentationMethod,higher energy collisional dissociation,higher energy collisional dissociation (HCD),True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'higher energy collisional dissociation (HCD)'; predicted is less specific than GT (subset -- incomplete).,
PMC4746666,GradientTime,from 10 to 60% mobile phase B over 100 min,100 min,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT '100 min'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,Instrument,"Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)",Q Exactive mass spectrometer (Thermo Scientific),True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Q Exactive mass spectrometer (Thermo Scientific)'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,Label,SILAC,triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'triple SILAC'; predicted is less specific than GT (subset -- incomplete).,
PMC4746666,Label,“light” labeling,triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,False,"GEval=0.20. The annotation type is Label, which matches the schema/type definitions in the context (so there is no type mismatch). The extracted value “light” labeling is explicitly present in context[0] (“standard amino acids for ‘light’ labeling”), so it is not a hallucination. However, it is not semantically equivalent to any of the expected Label ground-truth values (triple SILAC; Arg6/Lys4; Arg10/Lys8): it names the light/unlabeled condition rather than the triple-SILAC method or the medium/heavy isotope pair labels listed as valid expected outputs. As a result, despite being related to the SILAC setup, it does not match the required expected label representations.",
PMC4746666,Label,L-lysine – U-13C615N2 (Lys8),triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Arg10/Lys8'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,Label,L-arginine – U-13C615N4 (Arg10),triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Arg10/Lys8'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,Label,L-lysine – U-13C415N0 (Lys4),triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Arg6/Lys4'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,Label,L-arginine – U-13C615N0 (Arg6),triple SILAC; Arg6/Lys4; Arg10/Lys8,True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Arg6/Lys4'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,MaterialType,cells,cell line,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,False,"GEval=0.40. The annotation type matches the task: both the actual output and expected output are for MaterialType, so there is no type mismatch. The extracted value “cells” is explicitly present multiple times in the provided abstract/methods context, so it is not a hallucination. However, compared to the expected ground-truth value “cell line,” “cells” is semantically broader and does not unambiguously specify the material class as a cell line (it could refer to primary cells or cells in general), so it only weakly aligns by indicating a cellular material. Completeness is acceptable in that a material class was provided, but it lacks the specificity required to match the expected “cell line.”",
PMC4746666,Modification,N-terminal acetylation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'N-terminal acetylation'.,
PMC4746666,Modification,methionine oxidation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'methionine oxidation'.,
PMC4746666,Modification,cysteine carbamidomethylation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'cysteine carbamidomethylation'.,
PMC4746666,NumberOfBiologicalReplicates,3,Three,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT 'Three'.,
PMC4746666,NumberOfFractions,12 fractions,12,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT '12'.,
PMC4746666,NumberOfMissedCleavages,maximum two missed cleavages,maximum two missed cleavages,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'maximum two missed cleavages'.,
PMC4746666,NumberOfTechnicalReplicates,36 MS runs per sample,,False,0.48,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=0.80. The annotation type NumberOfTechnicalReplicates matches the provided type definition (a total count of technical replicates per sample), and the extracted value is supported by the source text: the Methods section explicitly states “combined (36 MS runs per sample)”. This means the value is not hallucinated. Semantically, “36 MS runs per sample” corresponds to a per-sample count of MS run-level technical repetitions, which is a reasonable interpretation of technical replicates in this MS context, though it includes extra descriptor text rather than being a bare number (e.g., “36”). With no ground-truth list to compare against, the extraction is largely complete and consistent with the source, with only minor formatting/field-normalization ambiguity.",
PMC4746666,NumberOfTechnicalReplicates,12 MS runs per sample,,False,0.54,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=0.90. The extracted value “12 MS runs per sample” is explicitly supported by the source text in context[0] (“separate organelle fractions (12 MS runs per sample)”), so it is not a hallucination. The annotation type NumberOfTechnicalReplicates matches the type definition in context[1]/context[2] (a total count of technical replicates per sample), and “MS runs per sample” is a reasonable expression of technical replicate count in this MS context. There is no provided ground truth to compare against, but the value is semantically consistent with the paper’s description of run multiplicity; the only minor issue is that the value includes extra wording rather than being a bare numeric count.",
PMC4746666,Organism,Homo Sapiens,Homo sapiens,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT 'Homo sapiens'.,
PMC4746666,OrganismPart,bone marrow,bone marrow,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'bone marrow'.,
PMC4746666,PrecursorMassTolerance,first search mass accuracy tolerance 20 ppm,20 ppm; 4.5 ppm,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT '20 ppm'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,PrecursorMassTolerance,main search mass accuracy tolerance 4.5 ppm,20 ppm; 4.5 ppm,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT '4.5 ppm'; predicted is more detailed than GT (superset -- complete).,
PMC4746666,ReductionReagent,DTT,DTT,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'DTT'.,
PMC4746666,Separation,EASY nLC-II,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,False,"GEval=0.20. The annotation type is Separation, but the extracted value “EASY nLC-II” is an LC instrument model name rather than an on-line LC separation description (stationary phase/column chemistry/approach), which the provided type definition explicitly says is NOT a valid Separation value. The term “EASY nLC-II” does appear verbatim in the context (so it is not a hallucination), but it is not semantically equivalent to the expected Separation ground truth (“ReproSil-Pur 120 C18-AQ 3 μm diameter beads”), which is the stationary phase/packing material actually describing the chromatographic separation. The output is therefore incomplete/incorrect with respect to the required Separation detail, even though a correct Separation value is available in the passage.",
PMC4746666,Separation,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'ReproSil-Pur 120 C18-AQ 3 μ m diameter beads'.,
PMC4746666,Sex,male,male,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'male'.,
PMC4746666,Temperature,37 °C,37°C,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT '37°C'.,
PMC5535869,AlkylationReagent,IAA,,False,0.6,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=1.00. The annotation type matches the provided definition: “IAA” is explicitly listed as an example AlkylationReagent and is used to alkylate cysteine -SH groups. The extracted value is present in the source text in Methods 4.4 (“alkylated with 20 mM IAA”), so it is not a hallucination. With no ground-truth expected output, evaluation is against the text only, and “IAA” is semantically correct (common shorthand for iodoacetamide used for alkylation). Completeness is acceptable since the reagent identity is captured, and including the concentration is not required for this type.",
PMC5535869,CleavageAgent,trypsin,trypsin; Trypsin/P,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'trypsin'.,
PMC5535869,DevelopmentalStage,mature pistils,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,0.54,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=0.90. The extracted value “mature pistils” matches the declared annotation type DevelopmentalStage per the provided type definition (a developmental stage of the source), so there is no type mismatch. The phrase is explicitly present in context[0] (“the mature pistils were manually dissected and collected…”), so it is not a hallucination. Semantically, “mature pistils” corresponds to the pistil stage collected prior to seed development timepoints and is a reasonable equivalent/synonym of the expected ground-truth stage “unpollinated pistil (S0)” (distinct from the other expected stages “three DAP” and “seven DAP”). While it does not include the explicit “unpollinated/S0” label, it is sufficiently close for lenient completeness given the context.",
PMC5535869,DevelopmentalStage,three DAP,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'three DAP (Day After Pollination) (S3)'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,DevelopmentalStage,seven DAP,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'seven DAP (S7)'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,EnrichmentMethod,"incubated with pre-washed antibody beads (PTM Biolabs, Hangzhou, China) by gentle shaking at 4 °C overnight to enrich Kac peptides",acetylpeptide enrichment,True,0.6,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=1.00. The annotation type EnrichmentMethod matches the provided type definition (peptide/protein enrichment protocol before MS), so there is no type mismatch. The extracted value is explicitly present verbatim in the Methods context (section 4.4, describing incubation with anti-acetyllysine antibody beads to enrich Kac peptides), so it is not a hallucination. Semantically, this protocol is an acetylpeptide (acetyl-lysine peptide) enrichment workflow and is therefore equivalent to the expected ground-truth value “acetylpeptide enrichment.” The extraction is also sufficiently complete/precise for the enrichment method, capturing the key enrichment approach (antibody-bead incubation to enrich Kac peptides).",
PMC5535869,FlowRateChromatogram,300 µL∙min−1,300 nL/min,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,True,"GEval=0.00. No model response was provided to evaluate against the steps. Without an explicit response, it is impossible to check for type mismatch handling (including stating 'Correct type: X' when needed), verify whether the extracted value is present in context[0] (e.g., '300 µL∙min−1'), compare semantic equivalence to the expected ground truth ('300 nL/min'), or assess completeness, so alignment with the evaluation criteria cannot be established.",
PMC5535869,FragmentMassTolerance,0.02 Da,0.02 Da,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT '0.02 Da'.,
PMC5535869,Instrument,"Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)",Q Exactive mass spectrometer,True,0.65,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Q Exactive mass spectrometer'; predicted is more detailed than GT (superset -- complete).,
PMC5535869,Label,label-free,label-free approach,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'label-free approach'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,MaterialType,tissue,Tissue,True,0.9,NORMALIZED,False,True,False,False,False,True,False,False,,True,True,False,Tier 2 -- normalized match with GT 'Tissue'.,
PMC5535869,Modification,acetylation on Lys protein N-terminal,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'acetylation on Lys protein N-terminal'.,
PMC5535869,Modification,carbamidomethylation on Cys,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'carbamidomethylation on Cys'.,
PMC5535869,Modification,oxidation on Met,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'oxidation on Met'.,
PMC5535869,NumberOfBiologicalReplicates,3,three biological replicates,True,0.6,SEMANTIC,False,False,False,False,True,True,False,False,,True,True,False,"GEval=1.00. The annotation type matches the task: NumberOfBiologicalReplicates is defined in the provided type definitions as the total count of biological replicates, and the extracted value is a count. The value is not hallucinated because context[0] explicitly states the experiment was performed “with three biological replicates,” which unambiguously corresponds to 3. Semantically, the extracted numeric value 3 is equivalent to the expected ground-truth phrasing “three biological replicates.” The extraction is also complete under the lenient completeness check because it captures the full replicate count without needing any additional qualifiers.",
PMC5535869,NumberOfMissedCleavages,4 missing cleavages,up to 4 missing cleavages,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'up to 4 missing cleavages'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,Organism,Oryza sativa,Oryza sativa L.; rice,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'Oryza sativa L.'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,OrganismPart,pistil,pistil; developing seeds,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'pistil'.,
PMC5535869,OrganismPart,seeds,pistil; developing seeds,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,False,False,Tier 4 -- hierarchical match with GT 'developing seeds'; predicted is less specific than GT (subset -- incomplete).,
PMC5535869,PrecursorMassTolerance,10 ppm,10 ppm,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT '10 ppm'.,
PMC5535869,ReductionReagent,DL-Dithiothreitol,DTT,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'DTT'; predicted is more detailed than GT (superset -- complete).,
PMC5535869,Separation,"reversed-phase analytical column (Thermo, Waltham, MA, USA.)",reversed-phase,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'reversed-phase'; predicted is more detailed than GT (superset -- complete).,
PMC5535869,Strain,Nipponbare,Nipponbare,True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'Nipponbare'.,
PMC5535869,CellType,MISSING,rice suspension cell,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,False,Not extracted -- present in source text or ground truth.,rice suspension cell
PMC5535869,GradientTime,MISSING,24 min; 8 min; 5 min; 3 min,True,0.0,NO_MATCH,False,False,False,False,False,False,True,False,,False,False,False,Not extracted -- present in source text or ground truth.,24 min; 8 min; 5 min; 3 min
PMC5830451,AcquisitionMethod,Data-dependent acquisition mode,Data-dependent acquisition,True,0.7,HIERARCHICAL,False,False,False,True,False,True,False,False,,True,True,False,Tier 4 -- hierarchical match with GT 'Data-dependent acquisition'; predicted is more detailed than GT (superset -- complete).,
PMC5830451,AlkylationReagent,iodoacetamide (IAA),iodoacetamide (IAA),True,1.0,EXACT,True,False,False,False,False,True,False,False,,True,True,False,Tier 1 -- exact match with GT 'iodoacetamide (IAA)'.,
