paper_id,annotation_type,extracted_value,golden_value,has_golden,verdict,match_type,any_match,no_match,type_mismatch,correct_type,value_correct,value_complete,hallucination,issue_summary,corrected_value
PMC10681723,AcquisitionMethod,MISSING,affinity purification-mass spectrometry (AP-MS),True,low,NO_MATCH,False,True,False,,False,False,False,Not extracted -- present in ground truth.,affinity purification-mass spectrometry (AP-MS)
PMC4746666,AcquisitionMethod,data dependent mass spectrometric method,data dependent; data dependent mass spectrometric method,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Age,40y,40y; 39y; 27y; 20y,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Age,39y,40y; 39y; 27y; 20y,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Age,27y,40y; 39y; 27y; 20y,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Age,20y,40y; 39y; 27y; 20y,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,AlkylationReagent,iodoacetamide,iodoacetamide,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CellLine,ES04 (WiCell institute),hESC ES04 (WiCell institute),True,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “ES04 (WiCell institute)” names a specific embryonic stem cell line, so it fits the CellLine definition.  
SOURCE CHECK:      The methods explicitly mention “the human embryonic stem cell line (hESC) ES04 (WiCell institute)”, so the value is present.  
CORRECTNESS CHECK: This is a partial match to the reference value “hESC ES04 (WiCell institute)”; it matches the same cell line but omits the “hESC” descriptor.  
COMPLETENESS CHECK:The core cell line identifier “ES04” and its source “WiCell institute” are present; however, the missing “hESC” qualifier makes it slightly less specific than the reference.  
HALLUCINATED: no  
VERDICT: medium",
PMC4746666,CellPart,cytosolic (CYT),cytosolic (CYT); nuclear (NUC); chromatin-bound (CH),True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CellPart,nuclear (NUC),cytosolic (CYT); nuclear (NUC); chromatin-bound (CH),True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CellPart,chromatin-bound (CH),cytosolic (CYT); nuclear (NUC); chromatin-bound (CH),True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CellType,human ESC-MSC,mesenchymal stem cells (MSC); embryonic stem cells (ESC); bone marrow-derived MSC (BM-MSC),True,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “human ESC-MSC” describes a specific cell lineage (embryonic stem cell-derived mesenchymal stem cells) — correct type for CellType.  
SOURCE CHECK:      The paper explicitly mentions “human ESC-MSC” in the abstract and describes “ESC-derived MSC (ESC-MSC)” in the methods.  
CORRECTNESS CHECK: The value does not exactly match any listed reference value; it is closest to “mesenchymal stem cells (MSC)” but is a more specific subtype (ESC-derived MSC).  
COMPLETENESS CHECK: The value is complete and unambiguous as a cell type designation (human ESC-derived mesenchymal stem cells).  
HALLUCINATED: no  
VERDICT: medium",
PMC4746666,CellType,human bone marrow-derived MSC (BM-MSC),mesenchymal stem cells (MSC); embryonic stem cells (ESC); bone marrow-derived MSC (BM-MSC),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “human bone marrow-derived MSC (BM-MSC)” names a primary cell lineage (mesenchymal stem cells) and thus fits the CellType definition.  
SOURCE CHECK:      The methods section explicitly mentions “Bone marrow-derived mesenchymal stem cells … (BM-MSC)”.  
CORRECTNESS CHECK: This is semantically equivalent to the reference value “bone marrow-derived MSC (BM-MSC)” (adds only the species “human”).  
COMPLETENESS CHECK: The value is complete and unambiguous (cell type + tissue origin + abbreviation).  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,CellType,human embryonic stem cells (hESC),mesenchymal stem cells (MSC); embryonic stem cells (ESC); bone marrow-derived MSC (BM-MSC),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “human embryonic stem cells (hESC)” names a primary cell type/lineage (embryonic stem cells) — correct type for CellType.  
SOURCE CHECK:      The methods section explicitly mentions “human embryonic stem cell line (hESC) ES04”.  
CORRECTNESS CHECK: This is semantically consistent with the reference value “embryonic stem cells (ESC)” (hESC is the human form of ESC).  
COMPLETENESS CHECK: The value is complete and unambiguous (it specifies embryonic stem cells and indicates human origin).  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,CleavageAgent,Lys-C,trypsin; Lys-C; Trypsin/P,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CleavageAgent,trypsin,trypsin; Lys-C; Trypsin/P,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,CollisionEnergy,normalized collision energy 25,normalized collision energy 25,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,FlowRateChromatogram,250 nl/min,250 nL/min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,FractionationMethod,in-solution isoelectric focusing,Isoelectric focusing (OFFGEL fractionator),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “in-solution isoelectric focusing” is an off-line peptide fractionation approach performed prior to LC-MS/MS, so it fits FractionationMethod.  
SOURCE CHECK:      The methods explicitly state “Peptides were separated by in-solution isoelectric focusing (OFFGEL fractionator, Agilent) into 12 fractions…”.  
CORRECTNESS CHECK: This matches the reference value “Isoelectric focusing (OFFGEL fractionator)” (same fractionation technique; OFFGEL is the specific device used).  
COMPLETENESS CHECK: The core fractionation method is fully specified; omitting “OFFGEL fractionator” does not change the identity of the fractionation method.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,FractionationMethod,OFFGEL fractionator,Isoelectric focusing (OFFGEL fractionator),True,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “OFFGEL fractionator” refers to the device used for OFFGEL isoelectric focusing, i.e., an off-line peptide fractionation approach, so it fits FractionationMethod (though it is phrased more as an instrument name than a method).
SOURCE CHECK:      The methods explicitly state “in-solution isoelectric focusing (OFFGEL fractionator, Agilent)”.
CORRECTNESS CHECK: It is consistent with the reference value “Isoelectric focusing (OFFGEL fractionator)” but is a partial/shortened form of that reference.
COMPLETENESS CHECK: Incomplete—the fractionation *method* (“isoelectric focusing”) is omitted, leaving only the fractionator name.
HALLUCINATED: no
VERDICT: medium",
PMC4746666,FragmentMassTolerance,20 ppm,20 ppm,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,FragmentationMethod,higher energy collisional dissociation,higher energy collisional dissociation (HCD),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “higher energy collisional dissociation” is an ion-fragmentation technique name — correct type for FragmentationMethod.  
SOURCE CHECK:      The methods explicitly state ions were “fragmented using higher energy collisional dissociation (HCD).”  
CORRECTNESS CHECK: This matches the reference value “higher energy collisional dissociation (HCD)” (same method; abbreviation omitted).  
COMPLETENESS CHECK: The value is complete and unambiguous even without the “(HCD)” abbreviation.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,GradientTime,100 min,100 min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Instrument,"Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)",Q Exactive mass spectrometer (Thermo Scientific),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)” is a mass spectrometer make/model description, so it is the correct type for Instrument.  
SOURCE CHECK:      The methods explicitly state “EASY nLC-II coupled to a Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany),” so the value is present in the paper text.  
CORRECTNESS CHECK: The extracted value matches the reference value “Q Exactive mass spectrometer (Thermo Scientific)” with additional location detail (Bremen, Germany).  
COMPLETENESS CHECK: The instrument model and manufacturer are given; the added location does not reduce completeness.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,Label,SILAC,triple SILAC; Arg6/Lys4; Arg10/Lys8,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “SILAC” is a metabolic labeling strategy name, which fits the Label definition.  
SOURCE CHECK:      “SILAC” is explicitly mentioned in the abstract (“nanoLC-MS/MS using SILAC”) and throughout the methods (“SILAC labeling”).  
CORRECTNESS CHECK: “SILAC” is semantically equivalent to the reference value “triple SILAC” per the stated equivalence rule (“SILAC” = “triple SILAC”).  
COMPLETENESS CHECK: The value is complete as a label method identifier; the paper further specifies triple SILAC with medium/heavy isotope pairs, but “SILAC” still unambiguously identifies the labeling approach.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,MaterialType,cells,cell line,True,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “cells” is a broad material class description, so it fits the MaterialType definition (though it is very general).
SOURCE CHECK:      The paper repeatedly refers to the samples as cells (ESC, ESC-MSC, BM-MSC) in the methods, so this value is present in the text.
CORRECTNESS CHECK: It does not match the reference value “cell line” (and the study includes BM-MSC primary cells as well as an hESC cell line), so “cells” is only a partial/looser match rather than equivalent.
COMPLETENESS CHECK:“cells” is incomplete/overly generic for the study context; a more specific material type such as “cell line” (for hESC) and/or “primary cells/cultured cells” (for MSC) would better capture the material class.
HALLUCINATED: no
VERDICT: medium",
PMC4746666,Modification,N-terminal acetylation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Modification,methionine oxidation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Modification,cysteine carbamidomethylation,N-terminal acetylation; methionine oxidation; cysteine carbamidomethylation,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,NumberOfBiologicalReplicates,3,Three,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “3” is a total count of biological replicates, which fits the definition of NumberOfBiologicalReplicates.  
SOURCE CHECK:      The methods state that “ESC-MSC used for transcriptomic and proteomic profiling were generated in three independent experiments,” supporting the value 3.  
CORRECTNESS CHECK: “3” is semantically equivalent to the reference value “Three” (digit vs. word).  
COMPLETENESS CHECK: The value is complete as a replicate count.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,NumberOfFractions,12 fractions,12,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “12 fractions” states a total count of fractions generated per sample, which fits the NumberOfFractions definition.  
SOURCE CHECK:      The methods explicitly say peptides were separated “into 12 fractions” by OFFGEL fractionation.  
CORRECTNESS CHECK: This is semantically equivalent to the reference value “12” (same count, with an added word).  
COMPLETENESS CHECK: The value is complete and unambiguous for the total number of fractions.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,NumberOfMissedCleavages,two,maximum two missed cleavages,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “two” is a numeric count specifying the maximum missed cleavages allowed in the database search — correct type for NumberOfMissedCleavages.  
SOURCE CHECK:      The methods explicitly state “allowing for maximum two missed cleavages,” so the value is present in the paper text.  
CORRECTNESS CHECK: “two” is semantically equivalent to the reference value “maximum two missed cleavages” (digit/word equivalence).  
COMPLETENESS CHECK: The value is complete and unambiguous as the maximum allowed missed cleavages.  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,Organism,Homo sapiens,Homo sapiens,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,OrganismPart,bone marrow,bone marrow,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,PooledSample,pooled,,False,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “pooled” is describing that multiple samples were combined, which fits the PooledSample concept (pooling vs not pooling) — correct type.  
SOURCE CHECK:      The paper does not use the exact word “pooled,” but it explicitly states that “Unlabeled and SILAC (M, H) samples were mixed at a ratio 1:1:1,” which is an unambiguous synonym of pooling.  
CORRECTNESS CHECK: No reference values were provided; the extracted value is consistent with the described mixing/pooling of samples.  
COMPLETENESS CHECK: “pooled” is incomplete because it does not specify *what* was pooled (light/medium/heavy SILAC samples) and the pooling ratio (1:1:1), which are key qualifiers of the pooling step.  
HALLUCINATED: no  
VERDICT: medium",
PMC4746666,PrecursorMassTolerance,4.5 ppm,20 ppm; 4.5 ppm,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,ReductionReagent,DTT,DTT,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Separation,ReproSil-Pur 120 C18-AQ 3 μm diameter beads,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “ReproSil-Pur 120 C18-AQ 3 μm diameter beads” describes the LC stationary phase/packing material (C18 beads) used for on-line separation, so it is the correct type for Separation.  
SOURCE CHECK:      This value appears explicitly in the Methods: “Emitter columns were packed in-house with ReproSil-Pur 120 C18-AQ 3 μm diameter beads…”.  
CORRECTNESS CHECK: It matches the reference value “ReproSil-Pur 120 C18-AQ 3 μ m diameter beads” (same material; only minor spacing/formatting differences in “μm”).  
COMPLETENESS CHECK: The value is complete and unambiguous (brand/material, pore size “120”, chemistry “C18-AQ”, and particle size “3 μm” are all included).  
HALLUCINATED: no  
VERDICT: high",
PMC4746666,Sex,male,male,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC4746666,Temperature,37 °C,37°C,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “37 °C” is a temperature value describing the growth/culture temperature, which fits the Temperature annotation type.  
SOURCE CHECK:      The methods explicitly state “All cells were cultured at 37 °C…”, so this value is present in the paper text.  
CORRECTNESS CHECK: “37 °C” is equivalent to the reference value “37°C” (formatting difference only), so it matches the reference.  
COMPLETENESS CHECK: The value is complete and unambiguous as a temperature.  
HALLUCINATED: no  
VERDICT: high",
PMC5535869,CleavageAgent,trypsin,trypsin; Trypsin/P,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,DevelopmentalStage,three DAP,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “three DAP” describes a developmental time point/stage (3 days after pollination) of the biological source — correct type for DevelopmentalStage.  
SOURCE CHECK:      “three DAP” appears explicitly in the Methods section (“three DAP and seven DAP seeds”).  
CORRECTNESS CHECK: It matches the reference value “three DAP (Day After Pollination) (S3)”.  
COMPLETENESS CHECK:“three DAP” is sufficiently specific and unambiguous as a developmental stage in this study (days after pollination); no critical qualifier is missing.  
HALLUCINATED: no  
VERDICT: high",
PMC5535869,DevelopmentalStage,seven DAP,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “seven DAP” denotes a developmental timepoint/stage (seven days after pollination) of the biological material — correct type for DevelopmentalStage.  
SOURCE CHECK:      “seven DAP” appears explicitly in the Methods (“seeds were manually collected … at … seven DAP”).  
CORRECTNESS CHECK: It matches the reference value “seven DAP (S7)” (same stage; “S7” is just the sample label).  
COMPLETENESS CHECK:“seven DAP” is a complete developmental-stage descriptor; adding “(S7)” or “seeds” would be extra context but not required to identify the stage.  
HALLUCINATED: no  
VERDICT: high",
PMC5535869,DevelopmentalStage,mature pistils,unpollinated pistil (S0); three DAP (Day After Pollination) (S3); seven DAP (S7),True,low,TYPE_MISMATCH,False,True,True,OrganismPart,False,False,False,"TYPE CHECK:        “mature pistils” names a plant organ/tissue rather than a developmental stage descriptor (e.g., adult, P7) — Correct type: OrganismPart.  
SOURCE CHECK:      The methods explicitly mention “the mature pistils were manually dissected and collected…”.  
CORRECTNESS CHECK: It does not match the reference developmental-stage/timepoint values (“unpollinated pistil (S0)”, “three DAP (S3)”, “seven DAP (S7)”) and omits the specific stage/timepoint designation.  
COMPLETENESS CHECK: Incomplete for the intended stage concept because it lacks the key qualifier tying it to the defined stage (e.g., “unpollinated (S0)” or DAP-based timing).  
HALLUCINATED: no  
VERDICT: low",
PMC5535869,EnrichmentMethod,antibody beads,acetylpeptide enrichment,True,medium,PARTIAL,True,False,False,,True,False,False,"TYPE CHECK:        “antibody beads” refers to an affinity-based peptide enrichment approach, which fits the EnrichmentMethod category.  
SOURCE CHECK:      The methods explicitly state that tryptic peptides were “incubated with pre-washed antibody beads … to enrich Kac peptides,” so this value is present.  
CORRECTNESS CHECK: It is consistent with the referenced “acetylpeptide enrichment,” but the extracted value omits that these are anti-acetyllysine (Kac) antibody beads, so it only partially matches the reference.  
COMPLETENESS CHECK: Incomplete — specifying acetyl-lysine/Kac antibody-based enrichment is a critical qualifier (not just generic “antibody beads”).  
HALLUCINATED: no  
VERDICT: medium",
PMC5535869,FlowRateChromatogram,300 µL∙min−1,300 nL/min,True,low,NO_MATCH,False,True,False,,False,False,False,"TYPE CHECK:        “300 µL∙min−1” is an LC flow rate value with units, so it is the correct type for FlowRateChromatogram.  
SOURCE CHECK:      “300 µL∙min−1” appears explicitly in the LC-MS/MS methods (“constant flow rate of 300 µL∙min−1”).  
CORRECTNESS CHECK: It does **not** match the reference value “300 nL/min”; µL/min and nL/min differ by 1000-fold and are not semantically equivalent.  
COMPLETENESS CHECK: The value is complete (numeric value + unit).  
HALLUCINATED: no  
VERDICT: low",
PMC5535869,FragmentMassTolerance,0.02 Da,0.02 Da,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,GradientTime,24 min,24 min; 8 min; 5 min; 3 min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,GradientTime,8 min,24 min; 8 min; 5 min; 3 min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,GradientTime,5 min,24 min; 8 min; 5 min; 3 min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,GradientTime,3 min,24 min; 8 min; 5 min; 3 min,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,Instrument,"Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)",Q Exactive mass spectrometer,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)” is a mass spectrometer make/model name — correct type for Instrument.  
SOURCE CHECK:      The methods explicitly state “Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)”.  
CORRECTNESS CHECK: This matches the reference value “Q Exactive mass spectrometer” (the “TM” mark and manufacturer/location are equivalent extra detail).  
COMPLETENESS CHECK: The instrument model is fully specified and unambiguous.  
HALLUCINATED: no  
VERDICT: high",
PMC5535869,Label,label-free,label-free approach,True,high,CORRECT,True,False,False,,True,True,False,"TYPE CHECK:        “label-free” is a quantitative labeling strategy (i.e., no metabolic/isobaric label) and fits the Label annotation type.  
SOURCE CHECK:      The abstract explicitly states “label-free approach,” which supports “label-free.”  
CORRECTNESS CHECK: “label-free” is semantically equivalent to and matches the reference value “label-free approach.”  
COMPLETENESS CHECK: The value is complete; “label-free” unambiguously identifies the labeling strategy.  
HALLUCINATED: no  
VERDICT: high",
PMC5535869,MaterialType,tissue,Tissue,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,Modification,carbamidomethylation on Cys,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,Modification,oxidation on Met,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
PMC5535869,Modification,acetylation on Lys protein N-terminal,carbamidomethylation on Cys; oxidation on Met; acetylation on Lys protein N-terminal,True,high,CORRECT,True,False,False,,True,True,False,Exact match with ground truth -- LLM skipped.,
