paper_id,annotation_type,extracted_value,type_mismatch,correct_type,value_correct,value_complete,hallucination,source_evidence,issue_summary,corrected_value
PMC4746666,CleavageAgent,Trypsin/P,False,,True,True,False,"Multiplicity was set to 3 with Arg6/Lys4 and Arg10/Lys8 for medium and heavy labels respectively as required by the triple SILAC approach and the search was conducted using Trypsin/P enzyme specificity, allowing for maximum two missed cleavages, N-terminal acetylation and methionine oxidation as variable modifications and cysteine carbamidomethylation as fixed modification.",OK,
PMC4746666,CollisionEnergy,(normalized collision energy 25),False,,True,True,False,"A data dependent mass spectrometric method was employed, where the 10 most intense ions, excluding unassigned charge states and singly charged ions, detected in the preceding full scan are isolated (3 Th isolation width) and fragmented using higher energy collisional dissociation (HCD) (normalized collision energy 25).",OK,
PMC4746666,FlowRateChromatogram,250 nl/min,False,,True,True,False,Liquid chromatography analysis was performed with a segmented gradient from 10 to 60% mobile phase B over 100 min at a flow rate of 250 nl/min.,OK,
PMC4746666,FractionationMethod,Subcellular fractionation,False,,True,False,False,"Subcellular fractionation was performed using the Nuclear Extract Kit (ActiveMotif) resulting in cytosolic (CYT), nuclear (NUC) and chromatin-bound (CH) proteins.",Incomplete: the specific subcellular fractionation method/kit is stated in the paper but was not captured.,Subcellular fractionation was performed using the Nuclear Extract Kit (ActiveMotif)
PMC4746666,FractionationMethod,"in-solution isoelectric focusing (OFFGEL fractionator, Agilent)",False,,True,True,False,"Peptides (180 μg) were separated by in-solution isoelectric focusing (OFFGEL fractionator, Agilent) into 12 fractions over a pH range of 3–10.",OK,
PMC4746666,FragmentMassTolerance,FTMS MS/MS tolerance 20 ppm,False,,True,True,False,"The following default search parameters were employed: first search mass accuracy tolerance 20 ppm, main search mass accuracy tolerance 4.5 ppm, FTMS MS/MS tolerance 20 ppm, minimum peptide length of 7 amino acids, peptide spectrum match FDR and protein FDR both set to 0.01 as calculated by the revert database approach.",OK,
PMC4746666,FragmentationMethod,higher energy collisional dissociation,False,,True,True,False,"A data dependent mass spectrometric method was employed, where the 10 most intense ions, excluding unassigned charge states and singly charged ions, detected in the preceding full scan are isolated (3 Th isolation width) and fragmented using higher energy collisional dissociation (HCD) (normalized collision energy 25).",OK,
PMC4746666,GradientTime,from 10 to 60% mobile phase B over 100 min,False,,True,True,False,Liquid chromatography analysis was performed with a segmented gradient from 10 to 60% mobile phase B over 100 min at a flow rate of 250 nl/min.,OK,
PMC4746666,Instrument,"Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)",False,,True,True,False,"Of the resolubilized peptide solution, 6 10 μl were subsequently analyzed by liquid chromatography (LC) using an EASY nLC-II coupled to a Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany).",OK,
PMC4746666,Label,SILAC,False,,True,True,False,"Here we performed an in depth characterization of human ESC-MSC, comparing them to human bone marrow-derived MSC (BM-MSC) as well as human embryonic stem cells (hESC) by transcriptomics (RNA-seq) and quantitative proteomics (nanoLC-MS/MS using SILAC).",OK,
PMC4746666,Label,“light” labeling,False,,True,True,False,"SILAC labeling was performed as described. Arginine/lysine-free medium (custom made-mTeSR1 for ESC, DMEM low glucose with dialyzed FBS for MSC) was supplemented either with L-lysine – U-13C615N2 (Lys8) and L-arginine – U-13C615N4 (Arg10) for “heavy” labeling, or with L-lysine – U-13C415N0 (Lys4) and L-arginine – U-13C615N0 (Arg6) for “medium” labeling, or with standard amino acids for “light” labeling at a concentration matching the original medium.",OK,
PMC4746666,Label,L-lysine – U-13C615N2 (Lys8),False,,True,True,False,"SILAC labeling was performed as described. Arginine/lysine-free medium (custom made-mTeSR1 for ESC, DMEM low glucose with dialyzed FBS for MSC) was supplemented either with L-lysine – U-13C615N2 (Lys8) and L-arginine – U-13C615N4 (Arg10) for “heavy” labeling, or with L-lysine – U-13C415N0 (Lys4) and L-arginine – U-13C615N0 (Arg6) for “medium” labeling, or with standard amino acids for “light” labeling at a concentration matching the original medium.",OK,
PMC4746666,Label,L-arginine – U-13C615N4 (Arg10),False,,True,True,False,"SILAC labeling was performed as described. Arginine/lysine-free medium (custom made-mTeSR1 for ESC, DMEM low glucose with dialyzed FBS for MSC) was supplemented either with L-lysine – U-13C615N2 (Lys8) and L-arginine – U-13C615N4 (Arg10) for “heavy” labeling, or with L-lysine – U-13C415N0 (Lys4) and L-arginine – U-13C615N0 (Arg6) for “medium” labeling, or with standard amino acids for “light” labeling at a concentration matching the original medium.",OK,
PMC4746666,Label,L-lysine – U-13C415N0 (Lys4),False,,True,True,False,"SILAC labeling was performed as described. Arginine/lysine-free medium (custom made-mTeSR1 for ESC, DMEM low glucose with dialyzed FBS for MSC) was supplemented either with L-lysine – U-13C615N2 (Lys8) and L-arginine – U-13C615N4 (Arg10) for “heavy” labeling, or with L-lysine – U-13C415N0 (Lys4) and L-arginine – U-13C615N0 (Arg6) for “medium” labeling, or with standard amino acids for “light” labeling at a concentration matching the original medium.",OK,
PMC4746666,Label,L-arginine – U-13C615N0 (Arg6),False,,True,True,False,"SILAC labeling was performed as described. Arginine/lysine-free medium (custom made-mTeSR1 for ESC, DMEM low glucose with dialyzed FBS for MSC) was supplemented either with L-lysine – U-13C615N2 (Lys8) and L-arginine – U-13C615N4 (Arg10) for “heavy” labeling, or with L-lysine – U-13C415N0 (Lys4) and L-arginine – U-13C615N0 (Arg6) for “medium” labeling, or with standard amino acids for “light” labeling at a concentration matching the original medium.",OK,
PMC4746666,MaterialType,cells,False,,True,False,False,All cells were cultured at 37 °C in an atmosphere supplemented to 5% CO2.,Incomplete: 'cells' is too generic; the paper specifies the material is a cell line/cultured cell lines.,human embryonic stem cell line (hESC) ES04 (WiCell institute)
PMC4746666,Modification,N-terminal acetylation,False,,True,True,False,"Multiplicity was set to 3 with Arg6/Lys4 and Arg10/Lys8 for medium and heavy labels respectively as required by the triple SILAC approach and the search was conducted using Trypsin/P enzyme specificity, allowing for maximum two missed cleavages, N-terminal acetylation and methionine oxidation as variable modifications and cysteine carbamidomethylation as fixed modification.",OK,
PMC4746666,Modification,methionine oxidation,False,,True,True,False,"Multiplicity was set to 3 with Arg6/Lys4 and Arg10/Lys8 for medium and heavy labels respectively as required by the triple SILAC approach and the search was conducted using Trypsin/P enzyme specificity, allowing for maximum two missed cleavages, N-terminal acetylation and methionine oxidation as variable modifications and cysteine carbamidomethylation as fixed modification.",OK,
PMC4746666,Modification,cysteine carbamidomethylation,False,,True,True,False,"Multiplicity was set to 3 with Arg6/Lys4 and Arg10/Lys8 for medium and heavy labels respectively as required by the triple SILAC approach and the search was conducted using Trypsin/P enzyme specificity, allowing for maximum two missed cleavages, N-terminal acetylation and methionine oxidation as variable modifications and cysteine carbamidomethylation as fixed modification.",OK,
PMC4746666,NumberOfBiologicalReplicates,3,False,,True,True,False,ESC-MSC used for transcriptomic and proteomic profiling were generated in three independent experiments.,OK,
PMC4746666,NumberOfFractions,12 fractions,False,,True,True,False,"Peptides (180 μg) were separated by in-solution isoelectric focusing (OFFGEL fractionator, Agilent) into 12 fractions over a pH range of 3–10.",OK,
PMC4746666,NumberOfMissedCleavages,maximum two missed cleavages,False,,True,True,False,"Multiplicity was set to 3 with Arg6/Lys4 and Arg10/Lys8 for medium and heavy labels respectively as required by the triple SILAC approach and the search was conducted using Trypsin/P enzyme specificity, allowing for maximum two missed cleavages, N-terminal acetylation and methionine oxidation as variable modifications and cysteine carbamidomethylation as fixed modification.",OK,
PMC4746666,NumberOfTechnicalReplicates,36 MS runs per sample,True,NumberOfFractions,True,True,False,MaxQuant analysis was performed both on the combined (36 MS runs per sample) and separate organelle fractions (12 MS runs per sample).,Type mismatch: 'MS runs per sample' describes number of fractionated LC-MS/MS runs rather than technical replicate injections.,36 MS runs per sample
PMC4746666,NumberOfTechnicalReplicates,12 MS runs per sample,True,NumberOfFractions,True,True,False,MaxQuant analysis was performed both on the combined (36 MS runs per sample) and separate organelle fractions (12 MS runs per sample).,"Type mismatch: 'MS runs per sample' reflects fractionated runs (linked to fractionation), not technical replicate count.",12 MS runs per sample
PMC4746666,Organism,Homo Sapiens,False,,True,True,False,"MS data was analyzed by MaxQuant suite of algorithms version 1.4.1.2 using a Homo Sapiens database downloaded from UniprotKB on the 27th of November 2013 and comprising 88,473 protein isoforms entries.",OK,
PMC4746666,OrganismPart,bone marrow,False,,True,True,False,"Bone marrow-derived mesenchymal stem cells (Lonza, StemCell Technologies) were purchased with their mesenchymal characteristics verified.",OK,
PMC4746666,PrecursorMassTolerance,first search mass accuracy tolerance 20 ppm,False,,True,True,False,"The following default search parameters were employed: first search mass accuracy tolerance 20 ppm, main search mass accuracy tolerance 4.5 ppm, FTMS MS/MS tolerance 20 ppm, minimum peptide length of 7 amino acids, peptide spectrum match FDR and protein FDR both set to 0.01 as calculated by the revert database approach.",OK,
PMC4746666,PrecursorMassTolerance,main search mass accuracy tolerance 4.5 ppm,False,,True,True,False,"The following default search parameters were employed: first search mass accuracy tolerance 20 ppm, main search mass accuracy tolerance 4.5 ppm, FTMS MS/MS tolerance 20 ppm, minimum peptide length of 7 amino acids, peptide spectrum match FDR and protein FDR both set to 0.01 as calculated by the revert database approach.",OK,
PMC4746666,ReductionReagent,DTT,False,,True,True,False,"After reduction (5 mM DTT, 30 min) and alkylation (10 mM iodoacetamide, 20 min, in the dark), proteins were digested for 3 h by Lys-C (Wako) at a protein:enzyme ratio of 100:1.",OK,
PMC4746666,Separation,EASY nLC-II,True,Instrument,True,False,False,"Of the resolubilized peptide solution, 6 10 μl were subsequently analyzed by liquid chromatography (LC) using an EASY nLC-II coupled to a Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany).","Type mismatch: EASY nLC-II is an LC instrument/system name, not an on-line separation method description.",EASY nLC-II
PMC4746666,Separation,ReproSil-Pur 120 C18-AQ 3 μ m diameter beads,False,,True,True,False,"Emitter columns were packed in-house with ReproSil-Pur 120 C18-AQ 3 μm diameter beads (Dr. Maisch GmbH, Germany).",OK,
PMC4746666,Sex,male,False,,True,True,False,"Since the origin ESC line is male, only male BM-MSC donors were selected.",OK,
PMC4746666,Temperature,37 °C,False,,True,True,False,All cells were cultured at 37 °C in an atmosphere supplemented to 5% CO2.,OK,
PMC4746666,CleavageAgent,MISSING,False,,False,False,False,"Samples were diluted with 10 mM ammonium bicarbonate to 2 M urea prior to overnight trypsin digestion (Sequencing grade, Promega) at a protein:enzyme ratio of 100:1.",Not extracted — present in source text,trypsin
PMC4746666,MaterialType,MISSING,False,,False,False,False,Permission to use the human embryonic stem cell line (hESC) ES04 (WiCell institute) was obtained from the Cornell/Rockefeller/Sloan Kettering tri-institutional ESC research oversight committee.,Not extracted — present in source text,cell line
PMC5535869,AlkylationReagent,IAA,False,,True,True,False,then alkylated with 20 mM IAA for 45 min at room temperature in darkness,OK,
PMC5535869,CleavageAgent,trypsin,False,,True,True,False,and digested with trypsin at 1:50 trypsin: protein mass ratio overnight for the first time and at 1:100 trypsin: protein mass ratio 4 h for the second time.,OK,
PMC5535869,DevelopmentalStage,mature pistils,True,OrganismPart,False,True,False,"Briefly, the mature pistils were manually dissected and collected before the panicles fully headed out.","Type mismatch: this is a tissue/organ (pistil), not a developmental stage; in this context it belongs under OrganismPart.",the mature pistils
PMC5535869,DevelopmentalStage,three DAP,False,,True,True,False,seeds were manually collected with glumes removed at three DAP (around 6 mm in length),OK,
PMC5535869,DevelopmentalStage,seven DAP,False,,True,True,False,and seven DAP (around 10 mm in length).,OK,
PMC5535869,EnrichmentMethod,"incubated with pre-washed antibody beads (PTM Biolabs, Hangzhou, China) by gentle shaking at 4 °C overnight to enrich Kac peptides",False,,True,True,False,"the tryptic peptides were incubated with pre-washed antibody beads (PTM Biolabs, Hangzhou, China) by gentle shaking at 4 °C overnight to enrich Kac peptides.",OK,
PMC5535869,FlowRateChromatogram,300 µL∙min−1,False,,True,True,False,held at 80% for the last 3 min with a constant flow rate of 300 µL∙min−1 on an Easy-nLC1000 UPLC system,OK,
PMC5535869,FragmentMassTolerance,0.02 Da,False,,True,True,False,mass error was set to 10 ppm for precursor ions and 0.02 Da for fragment ions;,OK,
PMC5535869,Instrument,"Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)",False,,True,True,False,"Then, full-scan mass spectra identification was analyzed by Q Exactive TM mass spectrometer (Thermo, Waltham, MA, USA)",OK,
PMC5535869,Label,label-free,False,,True,True,False,"We report the first quantitative acetylproteomic study focused on rice early seed development by employing a mass spectral-based (MS-based), label-free approach.",OK,
PMC5535869,MaterialType,tissue,False,,False,True,True,NOT FOUND,"Hallucination: the paper does not explicitly state the material type as ""tissue"" (only describes ""plant materials"", pistils and seeds).",Plant Materials
PMC5535869,Modification,acetylation on Lys protein N-terminal,False,,True,True,False,"oxidation on Met, acetylation on Lys protein N-terminal were specified as variable modifications;",OK,
PMC5535869,Modification,carbamidomethylation on Cys,False,,True,True,False,carbamidomethylation on Cys was specified as fixed modification,OK,
PMC5535869,Modification,oxidation on Met,False,,True,True,False,"oxidation on Met, acetylation on Lys protein N-terminal were specified as variable modifications;",OK,
PMC5535869,NumberOfBiologicalReplicates,3,False,,True,True,False,"The collection and preparation of pistil, three DAP and seven DAP seeds of Nipponbare were performed as described previously with three biological replicates.",OK,
PMC5535869,NumberOfMissedCleavages,4 missing cleavages,False,,True,True,False,Trypsin/P was specified as cleavage enzyme allowing up to 4 missing cleavages,OK,
PMC5535869,Organism,Oryza sativa,False,,True,True,False,The generated raw data was used to search against uniprot_Oryza sativa database,OK,
PMC5535869,OrganismPart,pistil,False,,True,True,False,"The collection and preparation of pistil, three DAP and seven DAP seeds of Nipponbare",OK,
PMC5535869,OrganismPart,seeds,False,,True,True,False,"For the developing seeds, each spikelet was labeled on the day of anthesis, and seeds were manually collected",OK,
PMC5535869,PrecursorMassTolerance,10 ppm,False,,True,True,False,mass error was set to 10 ppm for precursor ions and 0.02 Da for fragment ions;,OK,
PMC5535869,ReductionReagent,DL-Dithiothreitol,False,,True,True,False,"the proteins were sequentially reduced with 10 mM DTT for 1 h at 37 °C, then alkylated with 20 mM IAA",OK,
PMC5535869,Separation,"reversed-phase analytical column (Thermo, Waltham, MA, USA.)",False,,True,True,False,"separated with a reversed-phase analytical column (Thermo, Waltham, MA, USA.).",OK,
PMC5535869,Strain,Nipponbare,False,,True,True,False,"pistil, three DAP and seven DAP seeds of Nipponbare",OK,
PMC5535869,GradientTime,MISSING,False,,False,False,False,"The gradient solvent B, (0.1% FA in 98% ACN) was increased from 6% to 22% for 24 min",Not extracted — present in source text,24 min
PMC5535869,GradientTime,MISSING,False,,False,False,False,22% to 40% for 8 min,Not extracted — present in source text,8 min
PMC5535869,GradientTime,MISSING,False,,False,False,False,"and 80% in 5 min, and then held at 80% for the last 3 min",Not extracted — present in source text,5 min
PMC5535869,GradientTime,MISSING,False,,False,False,False,and then held at 80% for the last 3 min,Not extracted — present in source text,3 min
PMC5830451,AcquisitionMethod,Data-dependent acquisition mode,False,,True,True,False,Data-dependent acquisition mode was used to trigger precursor isolation and sequencing.,OK,
PMC5830451,AlkylationReagent,iodoacetamide (IAA),False,,True,True,False,"DTT and iodoacetamide (IAA) were purchased from Thermo Scientific (St. Louis, MO, USA)",OK,
PMC5830451,CellLine,HeLa cells (ATCC),False,,True,True,False,HeLa cells (ATCC) were grown in Eagle’s minimum essential medium supplemented with 10% fetal bovine serum and 1× penicillin streptomycin.,OK,
PMC5830451,CleavageAgent,Trypsin,False,,True,True,False,"Trypsin (MS grade) and Lys-C (MS grade) were products of Promega (Madison, WI, USA).",OK,
PMC5830451,CleavageAgent,Lys-C,False,,True,True,False,"Trypsin (MS grade) and Lys-C (MS grade) were products of Promega (Madison, WI, USA).",OK,
PMC5830451,CollisionEnergy,collision energy of 28%,False,,True,True,False,Precursor ions with charges of +2 to +7 were isolated with an m/z window of 2 and fragmented by high energy dissociation with a collision energy of 28%.,OK,
PMC5830451,Disease,type 1 diabetic,False,,True,True,False,"Furthermore, we demonstrate quantification of ~2400 proteins from single human pancreatic islet thin sections from type 1 diabetic and control donors",OK,
PMC5830451,Disease,non-diabetic,False,,True,True,False,"To identify differentially expressed proteins between non-diabetic and T1D islets, the dataset was filtered to contain three valid values in at least one group.",OK,
PMC5830451,FlowRateChromatogram,500 nL/min,False,,True,True,False,Sample was loaded and desalted in the SPE precolumn by infusing Buffer A (0.1% formic acid in water) at a flow rate of 500 nL/min for 20 min,OK,
PMC5830451,FlowRateChromatogram,60 nL/min,False,,True,True,False,"The LC separation flow rate was 60 nL/min, which was split from 400 nL/min with a nanoACQUITY UPLC pump",OK,
PMC5830451,FlowRateChromatogram,400 nL/min,False,,True,True,False,"The LC separation flow rate was 60 nL/min, which was split from 400 nL/min with a nanoACQUITY UPLC pump (Waters, Milford, MA, USA).",OK,
PMC5830451,FragmentMassTolerance,"20, 10, and 7 ppm",False,,False,False,False,"The match tolerance, de novo tolerance, and deisotoping tolerance for MS/MS search were 20, 10, and 7 ppm, respectively.","The numbers are present in the text, but this bundles multiple MS/MS-related tolerances and does not cleanly represent a single fragment-ion mass tolerance value for the FragmentMassTolerance field.",match tolerance ... 20 ppm
PMC5830451,FragmentationMethod,high energy dissociation,False,,True,True,False,Precursor ions with charges of +2 to +7 were isolated with an m/z window of 2 and fragmented by high energy dissociation with a collision energy of 28%.,OK,
PMC5830451,GradientTime,A linear 150-min gradient,False,,True,True,False,A linear 150-min gradient of 5–28% Buffer B (0.1% formic acid in acetonitrile) was used for separation.,OK,
PMC5830451,GradientTime,20 min,False,,True,True,False,"The LC column was washed by ramping Buffer B to 80% in 20 min, and finally re-equilibrated with Buffer A for another 20 min.",OK,
PMC5830451,Instrument,Orbitrap Fusion Lumos Tribrid MS (ThermoFisher),False,,True,True,False,An Orbitrap Fusion Lumos Tribrid MS (ThermoFisher) was employed for all data collection.,OK,
PMC5830451,IonizationType,Electrospray,False,,True,True,False,Electrospray voltage of 1.9 kV was applied at the source.,OK,
PMC5830451,Label,LFQ,False,,True,True,False,LFQ calculations were performed separately in each parameter group containing similar cell loading.,OK,
PMC5830451,MaterialType,cell line,False,,True,True,False,"Cell culture

All cells were cultured at 37 °C and 5% CO2 and split every 3 days following standard protocol. HeLa cells (ATCC) were grown in Eagle’s minimum essential medium",OK,
PMC5830451,MaterialType,tissue,False,,True,True,False,Ten-micrometer-thick pancreatic tissue slices from pancreata recovered from organ donors ... were cut from OCT (optimal cutting temperature compound) blocks,OK,
PMC5830451,Modification,N-terminal protein acetylation,False,,True,True,False,N-terminal protein acetylation and methionine oxidation were selected as variable modifications.,OK,
PMC5830451,Modification,methionine oxidation,False,,True,True,False,N-terminal protein acetylation and methionine oxidation were selected as variable modifications.,OK,
PMC5830451,Modification,Carbamidomethylation of cysteine residues,False,,True,True,False,Carbamidomethylation of cysteine residues was set as a fixed modification.,OK,
PMC5830451,NumberOfMissedCleavages,2,False,,True,True,False,The allowed missed cleavages for each peptide was 2.,OK,
PMC5830451,Organism,human,False,,True,True,False,MS/MS spectra were searched against the UniProtKB/Swiss-Prot human database,OK,
PMC5830451,OrganismPart,human pancreatic islet thin sections,False,,True,True,False,"Furthermore, we demonstrate quantification of ~2400 proteins from single human pancreatic islet thin sections",OK,
PMC5830451,PrecursorMassTolerance,4.5 ppm,False,,True,True,False,"The peptide mass tolerances of the first search and main search (recalibrated) were <20 and 4.5 ppm, respectively.",OK,
PMC5830451,ReductionReagent,DTT,False,,True,True,False,"DTT and iodoacetamide (IAA) were purchased from Thermo Scientific (St. Louis, MO, USA)",OK,
PMC5830451,Separation,SPE-LC-MS,False,,False,False,False,SPE-LC-MS setup,"""SPE-LC-MS"" is a section heading/overall setup name, not a specific on-line LC separation method as required for Separation.","The SPE precolumn and LC column were slurry-packed with 3-µm C18 packing material (300-Å pore size, Phenomenex, Torrance, CA, USA)."
PMC5830451,Separation,slurry-packed with 3-μm C18 packing,False,,True,True,False,"The SPE precolumn and LC column were slurry-packed with 3-µm C18 packing material (300-Å pore size, Phenomenex, Torrance, CA, USA).",OK,
PMC5830451,Specimen,OCT (optimal cutting temperature compound) blocks,True,,False,False,False,Ten-micrometer-thick pancreatic tissue slices from pancreata recovered from organ donors through the JDRF Network for Pancreatic Organ Donors with Diabetes (nPOD) program were cut from OCT (optimal cutting temperature compound) blocks using a cryo-microtome,"OCT blocks are an embedding medium/material context, not a biological specimen type; using this as Specimen is incorrect.",Ten-micrometer-thick pancreatic tissue slices
PMC5830451,Temperature,37 °C,False,,True,True,False,All cells were cultured at 37 °C and 5% CO2 and split every 3 days following standard protocol.,OK,
PMC5830451,PrecursorMassTolerance,MISSING,False,,False,False,False,"The peptide mass tolerances of the first search and main search (recalibrated) were <20 and 4.5 ppm, respectively.",Not extracted — present in source text,<20 ppm
PMC5830451,PrecursorMassTolerance,MISSING,False,,False,False,False,"To minimize repeated sequencing, dynamic exclusion with duration of 90 s and mass tolerance of ±10 ppm was utilized.",Not extracted — present in source text,±10 ppm
PMC5830451,MS2MassAnalyzer,MISSING,False,,False,False,False,MS/MS scans were performed in the Orbitrap.,Not extracted — present in source text,Orbitrap
PMC6918071,CleavageAgent,tryptic digest,False,,True,True,False,"Tryptic peptides were generated following the FASP protocol of Wiśniewski et al., with minor modifications as described by Hamann et al..",OK,
